Id,SampleEventId,InputFileId,Type,Origin,TrophicMode,TaxonomicKingdom,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,TaxonomicSpecies,SamplePooling,StatisticalPooling,SampleSize,DevelopmentStage,GutClearance,OrganismMass,OrganismMassType,OrganismMassUnits,OrganismSizeNotes,OrganismSampled,TissueSampled,CarbonMean,CarbonStdev,CarbonUnits,CarbonMethod,CarbonMethodUrl,NitrogenMean,NitrogenStdev,NitrogenUnits,NitrogenMethod,NitrogenMethodUrl,PhosphorusMean,PhosphorusStdev,PhosphorusUnits,PhosphorusMethod,PhosphorusMethodUrl,CarbonToNitrogenRatio,CarbonToPhosphorusRatio,NitrogenToPhosphorusRatio,OtherElementsReported,Isotope13C,Isotope13CStDev,Isotope15N,Isotope15NStDev,OtherIsotopesReported,Chlorophyll,ChlorophyllUnits,ResourceQuantityReported,OrganismSampleId,Notes
1746,5124,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,2.0781e-4,AFDM,g_cm2,NA,whole_organism,NA,134.67300499,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,33.59756858,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4.66510806,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,4.6745543,74.4466248,15.92593004,TRUE,-28.47,NA,0.35,NA,TRUE,1.09652951,ug_cm2,FALSE,"{""parentSampleID"":[""GUIL.20171121.EPILITHON.3""]}",NA
1747,5124,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,2.0781e-4,AFDM,g_cm2,NA,whole_organism,NA,100.7710931,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,23.2485453,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,4.66967997,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,5.05484326,55.65126265,11.00949324,TRUE,-27.72,NA,-1.85,NA,TRUE,1.03990025,ug_cm2,FALSE,"{""parentSampleID"":[""GUIL.20171121.EPILITHON.5""]}",NA
1748,5124,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,4.1563e-4,AFDM,g_cm2,NA,whole_organism,NA,185.77452203000001,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,37.86720698,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,7.60369909,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,5.7212429,63.00679686,11.0127813,TRUE,-26.22,NA,-0.26,NA,TRUE,1.66157523,ug_cm2,FALSE,"{""parentSampleID"":[""GUIL.20171121.EPILITHON.6""]}",NA
1749,5124,3,Periphyton,Epilithon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,4.1563e-4,AFDM,g_cm2,NA,whole_organism,NA,115.1174148,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,21.38206567,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,8.68287614,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,6.27854305,34.1903536,5.44558719,TRUE,-25.82,NA,-4.13,NA,TRUE,0.46176226,ug_cm2,FALSE,"{""parentSampleID"":[""GUIL.20171121.EPILITHON.8""]}",NA
1880,5142,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.002,AFDM,g_L,NA,whole_organism,NA,687.53,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,91.46,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,5.6,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,8.76653485,316.61376811,36.116182,TRUE,-34.02,NA,-1.97,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170503.PHYTOPLANKTON.3""]}",NA
1881,5143,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.002,AFDM,g_L,NA,whole_organism,NA,723.63,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,94.3,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,7.07,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,8.94895611,263.951005,29.49517259,TRUE,-30.6,NA,6.91,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.PHYTOPLANKTON.3""]}",NA
1882,5144,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0025,AFDM,g_L,NA,whole_organism,NA,782.84,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,82.54,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.13,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,11.06053288,15529.44111501,1404.04095183,TRUE,-30.03,NA,-3.45,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.PHYTOPLANKTON.3""]}",NA
1898,5160,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0,AFDM,g_L,NA,whole_organism,NA,665.44,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,94.68,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,5.07,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,8.19630595,338.47540302,41.29609182,TRUE,-32.69,NA,-1.76,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170503.PHYTOPLANKTON.2""]}",NA
1899,5161,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.003,AFDM,g_L,NA,whole_organism,NA,930.29,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,112.81,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,6.14,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,9.61696999,390.72945519,40.62916444,TRUE,-29.36,NA,-2.54,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.PHYTOPLANKTON.2""]}",NA
1900,5162,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.002,AFDM,g_L,NA,whole_organism,NA,943.32,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,101.77,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.06,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.80952911,40544.68795324,3750.82832502,TRUE,-28.33,NA,-3.84,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.PHYTOPLANKTON.2""]}",NA
1916,5178,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0,AFDM,g_L,NA,whole_organism,NA,957.415,24.69923987,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,114.165,1.74655375,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,5.55,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,9.77990765,444.87030186,45.48819046,TRUE,-30.965,NA,3.395,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170503.PHYTOPLANKTON.1""]}",NA
1917,5179,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,723.07,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,81.82,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,5.43,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.30595817,343.40505508,33.32102162,TRUE,-29.9,NA,-6.6,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.PHYTOPLANKTON.1""]}",NA
1918,5180,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.0012,AFDM,g_L,NA,whole_organism,NA,517.41,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,56.73,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.29,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.63627462,4601.11396591,432.5869846,TRUE,-28.67,NA,-6.14,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.PHYTOPLANKTON.1""]}",NA
1934,5196,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00202618,AFDM,g_cm2,NA,whole_organism,NA,698.75459268,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,55.46250623,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.30680798,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,14.69239827,1378.91999105,93.85261452,TRUE,-26.34,NA,-0.21,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170504.EPIXYLON.1""]}",NA
1938,5200,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00199501,AFDM,g_cm2,NA,whole_organism,NA,412.83316708,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,46.52573566,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.92089776,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.34781939,554.23825997,53.56087492,TRUE,-27.42,NA,-3.13,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.EPIXYLON.2""]}",NA
1939,5201,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00291771,AFDM,g_cm2,NA,whole_organism,NA,628.21630091,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,38.77009559,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,7.38357855,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,18.89643321,219.41609013,11.61150825,TRUE,-27.41,NA,-0.24,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.EPIXYLON.2""]}",NA
1951,5213,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00178304,AFDM,g_cm2,NA,whole_organism,NA,451.217202,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,40.44252868,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.30238903,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,13.01112513,893.4517212,68.66829059,TRUE,-28.41,NA,-0.38,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170504.EPIXYLON.3""]}",NA
1956,5218,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00257357,AFDM,g_cm2,NA,whole_organism,NA,386.07678678,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,22.28713591,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.17215212,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,20.20165435,849.40709276,42.04641254,TRUE,-25.48,NA,1.27,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.EPIXYLON.4""]}",NA
1957,5219,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00293932,AFDM,g_cm2,NA,whole_organism,NA,275.02665004,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,13.87499584,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.48469493,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,23.11582642,477.7093306,20.66589884,TRUE,-27.89,NA,0.57,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.EPIXYLON.4""]}",NA
1969,5231,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00181006,AFDM,g_cm2,NA,whole_organism,NA,507.28568246,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,23.89711222,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.29835328,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,24.75567027,4384.78146897,177.1223086,TRUE,-25.75,NA,3.87,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170504.EPIXYLON.5""]}",NA
1974,5236,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00214713,AFDM,g_cm2,NA,whole_organism,NA,317.1988005,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,33.60629925,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.73171322,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,11.00723791,472.36937685,42.91443327,TRUE,-28.19,NA,-0.36,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.EPIXYLON.6""]}",NA
1975,5237,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,NA,NA,NA,NA,whole_organism,NA,70743.4,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,29704.64,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,482.48,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,2.7773406,378.12272887,136.14560958,TRUE,-25.66,NA,1.44,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.EPIXYLON.6""]}",NA
1987,5249,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00264547,AFDM,g_cm2,NA,whole_organism,NA,503.12672569,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,44.12403907,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.94251122,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,13.29748883,1376.62936042,103.52551354,TRUE,-26.19,NA,-0.25,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170504.EPIXYLON.7""]}",NA
1993,5255,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00113882,AFDM,g_cm2,NA,whole_organism,NA,315.5551862,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,36.76166667,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.72906983,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,10.01031254,470.64013588,47.01552866,TRUE,-28.25,NA,-0.24,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.EPIXYLON.8""]}",NA
1994,5256,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,6.384e-4,AFDM,g_cm2,NA,whole_organism,NA,1573.36972236,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,55.86423275,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,0.26270324,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,32.84463632,15445.12852288,470.24812122,TRUE,-28.63,NA,0.65,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.EPIXYLON.8""]}",NA
2007,5269,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00128845,AFDM,g_cm2,NA,whole_organism,NA,529.08887947,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,23.09409809,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,2.40016791,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,26.71745797,568.47736646,21.27737478,TRUE,-27.26,NA,-2.3,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170504.EPIXYLON.9""]}",NA
2012,5274,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00152369,AFDM,g_cm2,NA,whole_organism,NA,393.33303741,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,50.669399,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,2.46960973,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,9.05278446,410.73174415,45.37076366,TRUE,-48.73,NA,-1.65,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170705.EPIXYLON.10""]}",NA
2013,5275,3,Periphyton,Epixylon,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.00468163,AFDM,g_cm2,NA,whole_organism,NA,499.43397506,NA,ugC_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,18.14764422,NA,ugN_cm2,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,1.68389692,NA,ugP_cm2,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,32.09410978,764.87197651,23.83216054,TRUE,-25.76,NA,0.63,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""CRAM.20170914.EPIXYLON.10""]}",NA
2024,5286,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0.001,AFDM,g_L,NA,whole_organism,NA,384.17,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,52.62,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,7.79,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,8.51412675,127.17804957,14.93729813,TRUE,-35.33,NA,-2.01,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""LIRO.20170424.PHYTOPLANKTON.3""]}",NA
2025,5287,3,Seston,Sestonic,other,NA,NA,NA,NA,NA,NA_unknown,NA_unknown,1,NA,NA,0,AFDM,g_L,NA,whole_organism,NA,1143.33,NA,ugC_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,163.71,NA,ugN_L,CHN_analysis,https://data.neonscience.org/documents/10179/2113486/SIRFER_algalPlantChem_isotopes_V1/48b19e2b-7830-4056-817c-da8ea8ee183a,17.55,NA,ugP_L,ICP_OMS,https://data.neonscience.org/documents/10179/3070551/ICPMetalsLab_P_V1.2/9788982b-217f-4217-9708-6607a679c957,8.14449007,168.00439719,20.62798232,TRUE,-36.35,NA,-6.04,NA,TRUE,NA,NA,FALSE,"{""parentSampleID"":[""LIRO.20170719.PHYTOPLANKTON.3""]}",NA
